date,next_date,crop,district,apmc,modal_price_kg,min_price_kg,max_price_kg,spread,arrival_mt,lag_1_modal,lag_2_modal,rolling_3_modal,momentum,arrival_shock,month_sin,month_cos,target_next_modal_kg
2015-08,2015-09,Rice,Chandrapur,Sindevahi,17.72,17.72,18.84,0.0632,448.4,16.54,16.38,16.88,0.0498,1.052,-0.866,-0.5,17.94
2015-08,2015-09,Rice,Nasik,Sinner,15.02,15.02,15.02,0.0,0.1,26.51,16.25,19.26,-0.2201,0.6,-0.866,-0.5,26.0
2015-08,2015-09,Rice,Solapur,Solapur,34.27,21.24,53.56,0.9431,1376.1,34.9,35.06,34.7433,-0.0136,1.0917,-0.866,-0.5,36.45
2015-08,2015-11,Rice,Bhandara,Tumsar,17.7414,16.8146,18.4582,0.0926,2294.7,15.1993,15.34,16.0936,0.1024,1.2189,-0.866,-0.5,17.45
2015-08,2015-09,Rice,Nagpur,Umared,27.8,20.0,34.6,0.5252,110.0,27.5,26.94,27.4133,0.0141,0.5917,-0.866,-0.5,28.2
2015-08,2015-09,Rice,Thane,Vasai,26.3962,18.6445,38.7791,0.7628,680.4,25.8026,24.5982,25.599,0.0311,1.088,-0.866,-0.5,26.8498
2015-08,2015-09,Soybean,Yewatmal,Aarni,30.81,29.63,32.37,0.0889,35.0,31.3,36.5,32.87,-0.0627,1.0881,-0.866,-0.5,31.55
2015-08,2015-09,Soybean,Amaravathi,Achalpur,31.7,31.0,32.38,0.0435,75.5,33.0,34.25,32.9833,-0.0389,0.7808,-0.866,-0.5,32.6
2015-08,2015-09,Soybean,Hingoli,Akhadabalapur,32.78,32.11,33.44,0.0406,25.8,33.57,33.75,33.3667,-0.0176,0.8122,-0.866,-0.5,29.5
2015-08,2015-09,Soybean,Ahmadnagar,Akole,30.0,28.25,31.38,0.1043,14.1,31.3,32.5,31.2667,-0.0405,0.662,-0.866,-0.5,30.0
2015-08,2015-09,Soybean,Amaravathi,Amarawati,32.6,32.41,33.13,0.0221,3.9,34.44,35.9,34.3133,-0.0499,1.0,-0.866,-0.5,31.79
2015-08,2015-09,Soybean,Beed,Ambejogai,32.76,32.23,33.0,0.0235,139.5,34.41,35.54,34.2367,-0.0431,0.3548,-0.866,-0.5,33.17
2015-08,2015-09,Soybean,Amaravathi,Anajngaon Surji,31.02,29.58,31.85,0.0732,88.7,32.59,33.57,32.3933,-0.0424,0.4481,-0.866,-0.5,31.31
2015-08,2015-09,Soybean,Latur,Ausa,31.04,31.04,33.26,0.0715,86.9,34.93,35.74,33.9033,-0.0845,0.5745,-0.866,-0.5,33.44
2015-08,2015-09,Soybean,Pune,Baramati,31.76,30.75,32.01,0.0397,3.4,34.47,37.48,34.57,-0.0813,0.2361,-0.866,-0.5,31.07
2015-08,2015-09,Soybean,Solapur,Barshi-Vairag,33.55,33.47,33.63,0.0048,2.0,35.67,38.0,35.74,-0.0613,1.5,-0.866,-0.5,33.32
2015-08,2015-09,Soybean,Beed,Beed,32.5,32.41,32.5,0.0028,9.4,33.62,34.23,33.45,-0.0284,1.5,-0.866,-0.5,32.57
2015-08,2015-09,Soybean,Bhandara,Bhandara,30.5,30.5,30.5,0.0,1.0,30.21,31.97,30.8933,-0.0127,0.0679,-0.866,-0.5,28.75
2015-08,2015-09,Soybean,Nanded,Bhokar,32.35,32.07,32.79,0.0223,16.1,34.01,35.44,33.9333,-0.0467,0.8579,-0.866,-0.5,31.75
2015-08,2015-09,Soybean,Buldhana,Buldhana,31.56,30.5,32.52,0.064,34.5,32.39,33.59,32.5133,-0.0293,0.8484,-0.866,-0.5,31.5
2015-08,2015-12,Soybean,Jalgaon,Chalisgaon,31.25,30.0,32.5,0.08,2.0,32.0,30.0,31.0833,0.0054,0.8333,-0.866,-0.5,29.88
2015-08,2015-11,Soybean,Buldhana,Chikhali,31.1,30.01,32.04,0.0653,69.1,33.9,34.25,33.0833,-0.0599,0.315,-0.866,-0.5,35.8
2015-08,2015-09,Soybean,Amaravathi,Daryapur,32.07,29.51,32.63,0.0973,253.7,33.6,34.73,33.4667,-0.0417,0.9338,-0.866,-0.5,33.06
2015-08,2015-09,Soybean,Amaravathi,Dhamangaon-Rly,31.0,29.88,32.84,0.0955,131.0,31.94,33.5,32.1467,-0.0357,1.1152,-0.866,-0.5,31.5
2015-08,2015-09,Soybean,Dhule,Dhule,30.84,30.04,30.9,0.0279,5.5,30.5,32.4,31.2467,-0.013,0.7112,-0.866,-0.5,30.56
2015-08,2015-09,Soybean,Yewatmal,Digras,31.62,31.5,31.75,0.0079,9.4,32.82,30.74,31.7267,-0.0034,0.2573,-0.866,-0.5,31.33
2015-08,2015-09,Soybean,Beed,Gevrai,31.71,31.19,31.85,0.0208,4.5,32.23,33.81,32.5833,-0.0268,0.9507,-0.866,-0.5,32.2
2015-08,2015-09,Soybean,Wardha,Hinganghat,31.18,29.43,32.83,0.109,1150.8,33.05,33.38,32.5367,-0.0417,0.5303,-0.866,-0.5,31.68
2015-08,2015-09,Soybean,Hingoli,Hingoli,32.37,30.96,32.37,0.0436,466.6,35.04,34.42,33.9433,-0.0464,0.5101,-0.866,-0.5,33.41
2015-08,2015-09,Soybean,Buldhana,Jalgaon Jamod,32.0,31.0,33.0,0.0625,8.5,33.75,32.5,32.75,-0.0229,1.0,-0.866,-0.5,31.5
2015-08,2015-09,Soybean,Buldhana,Jalgaon Jamod-Aasalgaon,31.57,30.64,32.5,0.0589,121.6,32.29,34.0,32.62,-0.0322,1.1629,-0.866,-0.5,32.19
2015-08,2015-09,Soybean,Jalna,Jalna,31.86,30.42,32.17,0.0549,132.6,33.59,35.36,33.6033,-0.0519,0.4368,-0.866,-0.5,32.57
2015-08,2015-09,Soybean,Ahmadnagar,Jamkhed,33.31,32.0,34.63,0.079,3.0,31.75,31.73,32.2633,0.0324,0.8257,-0.866,-0.5,33.71
2015-08,2015-09,Soybean,Parbhani,Jintur,32.22,30.24,32.54,0.0714,42.8,34.18,35.44,33.9467,-0.0509,0.5152,-0.866,-0.5,32.76
2015-08,2015-09,Soybean,Beed,Kada,29.0,29.0,29.0,0.0,0.2,33.76,32.0,31.5867,-0.0819,0.2069,-0.866,-0.5,32.36
2015-08,2015-09,Soybean,Osmanabad,Kalamb (Os),32.93,32.14,33.11,0.0295,54.8,34.89,35.99,34.6033,-0.0484,0.3527,-0.866,-0.5,33.42
2015-08,2015-09,Soybean,Hingoli,Kalamnuri,32.86,32.57,32.86,0.0088,32.3,32.89,33.85,33.2,-0.0102,0.7654,-0.866,-0.5,31.5
2015-08,2015-09,Soybean,Wasim,Karanja,32.05,30.47,33.02,0.0796,983.0,33.34,34.56,33.3167,-0.038,0.5643,-0.866,-0.5,32.5
2015-08,2015-09,Soybean,Buldhana,Khamgaon,31.53,29.12,32.46,0.1059,1434.6,33.13,33.58,32.7467,-0.0372,0.6301,-0.866,-0.5,31.84
2015-08,2015-09,Soybean,Beed,Kille Dharur,32.53,31.83,32.64,0.0249,13.3,33.53,34.87,33.6433,-0.0331,0.2554,-0.866,-0.5,32.85
2015-08,2015-09,Soybean,Ahmadnagar,Kopargaon,31.1,29.83,31.36,0.0492,9.5,32.55,33.95,32.5333,-0.0441,0.3846,-0.866,-0.5,32.17
2015-08,2015-09,Soybean,Nasik,Lasalgaon,33.23,27.56,33.62,0.1824,97.8,34.77,35.74,34.58,-0.039,0.4056,-0.866,-0.5,34.03
2015-08,2015-09,Soybean,Aurangabad,Lasur Station,32.27,32.24,32.33,0.0028,5.5,33.14,34.47,33.2933,-0.0307,0.6371,-0.866,-0.5,33.0
2015-08,2015-09,Soybean,Latur,Latur,33.05,32.06,33.72,0.0502,1526.8,34.68,35.88,34.5367,-0.043,0.3977,-0.866,-0.5,33.61
2015-08,2015-09,Soybean,Buldhana,Lonar,31.92,30.97,33.04,0.0648,392.0,32.3,33.87,32.6967,-0.0238,0.2223,-0.866,-0.5,32.58
2015-08,2015-09,Soybean,Beed,Majalgaon,31.86,30.71,32.4,0.053,22.8,33.8,34.4,33.3533,-0.0448,0.4539,-0.866,-0.5,32.42
2015-08,2015-09,Soybean,Buldhana,Malkapur,31.61,29.38,32.3,0.0924,293.1,32.49,33.98,32.6933,-0.0331,0.6245,-0.866,-0.5,32.2
2015-08,2015-09,Soybean,Nagpur,Mandhal,30.55,30.55,30.55,0.0,0.6,33.89,34.59,33.01,-0.0745,0.0311,-0.866,-0.5,28.61
2015-08,2015-09,Soybean,Wasim,Mangrulpeer,33.5,29.1,34.47,0.1603,705.5,34.55,34.99,34.3467,-0.0247,0.8836,-0.866,-0.5,33.04
2015-08,2015-09,Soybean,Wasim,Manora,31.77,29.85,32.99,0.0988,85.7,33.23,34.84,33.28,-0.0454,0.5545,-0.866,-0.5,32.86
2015-08,2015-10,Soybean,Jalna,Mantha,30.0,29.0,31.0,0.0667,1.2,33.1,33.88,32.3267,-0.072,0.1636,-0.866,-0.5,34.73
2015-08,2015-09,Soybean,Amaravathi,Morshi,31.44,31.0,32.29,0.041,45.0,32.42,33.33,32.3967,-0.0295,0.7329,-0.866,-0.5,31.22
2015-08,2015-09,Soybean,Akola,Murtizapur,31.49,29.96,32.73,0.088,575.0,32.42,34.41,32.7733,-0.0392,0.8668,-0.866,-0.5,32.13
2015-08,2015-09,Soybean,Nagpur,Nagpur,31.56,29.15,32.37,0.102,87.6,33.92,34.44,33.3067,-0.0524,0.8754,-0.866,-0.5,32.08
2015-08,2015-09,Soybean,Buldhana,Nandura,33.05,29.71,33.19,0.1053,199.8,34.35,34.59,33.9967,-0.0278,0.7751,-0.866,-0.5,33.38
2015-08,2015-09,Soybean,Nandurbar,Nandurbar,30.87,30.87,30.87,0.0,0.5,44.57,33.2,36.2133,-0.1476,0.1071,-0.866,-0.5,31.23
2015-08,2015-09,Soybean,Yewatmal,Ner Parasopant,31.78,30.68,32.89,0.0695,192.0,33.42,34.4,33.2,-0.0428,0.9645,-0.866,-0.5,32.02
2015-08,2015-09,Soybean,Latur,Nilanga,33.22,32.67,33.5,0.025,57.1,35.76,34.19,34.39,-0.034,0.3834,-0.866,-0.5,33.79
2015-08,2015-09,Soybean,Parbhani,Parbhani,31.7,30.96,32.04,0.0341,27.4,33.45,34.54,33.23,-0.046,0.5573,-0.866,-0.5,32.28
2015-08,2015-09,Soybean,Beed,Parli-Vaijnath,32.95,32.23,32.97,0.0225,84.8,34.89,35.59,34.4767,-0.0443,0.3895,-0.866,-0.5,33.25
2015-08,2015-09,Soybean,Akola,Patur,31.52,30.7,32.5,0.0571,9.1,33.41,34.48,33.1367,-0.0488,0.4565,-0.866,-0.5,31.71
2015-08,2015-09,Soybean,Parbhani,Purna,32.17,30.75,32.53,0.0553,11.0,34.85,34.91,33.9767,-0.0532,0.66,-0.866,-0.5,32.34
2015-08,2015-09,Soybean,Ahmadnagar,Rahuri-Vambori,31.28,31.25,31.32,0.0022,2.4,32.15,35.22,32.8833,-0.0488,0.2466,-0.866,-0.5,31.44
2015-08,2015-09,Soybean,Sangli,Sangali,32.88,30.33,34.21,0.118,103.2,34.85,37.05,34.9267,-0.0586,0.9141,-0.866,-0.5,32.76
2015-08,2015-10,Soybean,Ahmadnagar,Sangamner,31.0,30.0,32.0,0.0645,12.7,39.5,38.72,36.4067,-0.1485,1.524,-0.866,-0.5,36.63
2015-08,2015-09,Soybean,Nagpur,Savner,29.0,27.83,29.55,0.0593,5.5,31.61,31.29,30.6333,-0.0533,0.2065,-0.866,-0.5,29.5
2015-08,2015-09,Soybean,Buldhana,Shegaon,30.9,29.64,32.14,0.0809,94.1,32.28,32.93,32.0367,-0.0355,0.669,-0.866,-0.5,31.54
2015-08,2015-09,Soybean,Dhule,Shirpur,30.0,20.0,30.0,0.3333,1.5,31.6,34.6,32.0667,-0.0644,0.3082,-0.866,-0.5,31.55
2015-08,2015-09,Soybean,Ahmadnagar,Shrirampur,30.5,30.0,31.0,0.0328,0.5,33.98,37.8,34.0933,-0.1054,0.1765,-0.866,-0.5,29.5
2015-08,2015-09,Soybean,Nasik,Sinner,32.5,32.47,32.88,0.0126,1.1,34.83,39.28,35.5367,-0.0855,0.3438,-0.866,-0.5,33.24
2015-08,2015-09,Soybean,Akola,Telhara,31.37,30.68,32.13,0.0462,62.0,32.38,33.19,32.3133,-0.0292,0.7154,-0.866,-0.5,31.74
2015-08,2015-09,Soybean,Latur,Udgir,33.57,33.27,33.57,0.0089,209.2,35.35,36.42,35.1133,-0.044,1.5072,-0.866,-0.5,34.1
2015-08,2015-09,Soybean,Nagpur,Umared,30.67,29.0,31.68,0.0874,50.0,33.75,34.56,32.9933,-0.0704,0.1578,-0.866,-0.5,31.0
2015-08,2015-09,Soybean,Osmanabad,Umarga,31.47,31.12,31.67,0.0175,5.3,33.05,34.78,33.1,-0.0492,0.6335,-0.866,-0.5,31.77
2015-08,2015-09,Soybean,Yewatmal,Umarkhed,32.5,30.0,34.25,0.1308,50.0,33.0,32.55,32.6833,-0.0056,0.4412,-0.866,-0.5,32.55
2015-08,2015-09,Soybean,Yewatmal,Umarkhed-Danki,32.33,30.0,34.0,0.1237,40.0,32.5,33.83,32.8867,-0.0169,0.4286,-0.866,-0.5,32.41
2015-08,2015-09,Soybean,Amaravathi,Varud-Rajura Bazar,32.98,32.33,33.31,0.0297,3.4,31.81,35.4,33.3967,-0.0125,0.6,-0.866,-0.5,32.68
2015-08,2015-09,Soybean,Wardha,Wardha,32.55,28.91,32.55,0.1118,37.1,33.61,34.0,33.3867,-0.0251,0.6961,-0.866,-0.5,31.26
2015-08,2015-09,Soybean,Wasim,Washim,32.03,31.0,33.32,0.0724,3221.7,34.73,34.23,33.6633,-0.0485,0.8392,-0.866,-0.5,32.23
2015-08,2015-09,Soybean,Yewatmal,Yeotmal,32.4,30.29,33.21,0.0901,595.8,34.36,34.96,33.9067,-0.0444,0.81,-0.866,-0.5,32.18
2015-08,2015-10,Bajra,Solapur,Akkolkot,14.51,14.51,14.51,0.0,0.3,13.5,14.08,14.03,0.0342,0.0336,-0.866,-0.5,14.51
2015-08,2015-09,Bajra,Jalna,Jalna-Badnapur,12.5,11.5,13.0,0.12,1.7,12.5,12.61,12.5367,-0.0029,1.186,-0.866,-0.5,12.82
2015-08,2015-09,Bajra,Nasik,Kalvan,13.35,12.84,14.41,0.1176,22.4,13.02,12.4,12.9233,0.033,0.4776,-0.866,-0.5,14.12
2015-08,2015-09,Bajra,Buldhana,Nandura,11.72,11.14,11.72,0.0495,0.9,10.94,11.4,11.3533,0.0323,0.871,-0.866,-0.5,12.87
2015-08,2015-09,Bajra,Parbhani,Pathari,7.33,7.33,14.57,0.9877,2.6,6.63,13.52,9.16,-0.1998,1.2,-0.866,-0.5,14.34
2015-08,2015-09,Jowar,Latur,Ahmedpur,16.63,15.04,16.63,0.0956,6.8,16.42,16.05,16.3667,0.0161,0.8571,-0.866,-0.5,18.46
2015-08,2015-09,Jowar,Akola,Akola,13.14,11.97,14.51,0.1933,61.9,12.54,12.27,12.65,0.0387,1.0409,-0.866,-0.5,13.0
2015-08,2015-11,Jowar,Osmanabad,Osmanabad,17.17,15.84,21.75,0.3442,23.3,15.78,15.56,16.17,0.0618,0.5069,-0.866,-0.5,20.69
2015-08,2015-09,Jowar,Buldhana,Sangrampur,11.04,9.85,11.75,0.1721,19.9,11.0,10.79,10.9433,0.0088,0.9614,-0.866,-0.5,11.3
2015-08,2015-09,Onion,Ahmadnagar,Ahmednagar,46.35,19.55,66.8,1.0194,2352.3,16.04,14.14,25.51,0.8169,0.2635,-0.866,-0.5,45.13
2015-08,2015-09,Onion,Nasik,Kalvan,44.54,11.14,51.11,0.8974,6634.9,21.65,16.47,27.5533,0.6165,0.833,-0.866,-0.5,44.44
2015-08,2015-09,Onion,Nasik,Lasalgaon-Niphad,39.42,20.48,43.41,0.5817,944.2,20.26,14.3,24.66,0.5985,0.37,-0.866,-0.5,40.28
2015-08,2015-09,Rice,Latur,Ahmedpur,13.6,13.6,13.6,0.0,0.1,8.51,15.38,12.4967,0.0883,0.5,-0.866,-0.5,6.64
2015-08,2015-09,Rice,Nasik,Devala,16.3,16.3,16.3,0.0,0.3,14.96,15.0,15.42,0.0571,1.5,-0.866,-0.5,16.2
2015-08,2015-09,Soybean,Latur,Ahmedpur,32.82,32.51,32.83,0.0098,42.2,34.55,34.12,33.83,-0.0299,0.881,-0.866,-0.5,33.15
2015-08,2015-09,Soybean,Akola,Akola,31.77,29.95,32.52,0.0809,1092.3,33.02,33.76,32.85,-0.0329,0.8355,-0.866,-0.5,31.71
2015-08,2015-09,Soybean,Yewatmal,Babhulgaon,31.63,29.29,33.37,0.129,368.5,32.33,32.99,32.3167,-0.0212,1.7688,-0.866,-0.5,32.26
2015-08,2015-09,Soybean,Jalna,Bhokardan,31.73,31.2,32.2,0.0315,10.5,33.11,34.41,33.0833,-0.0409,0.8774,-0.866,-0.5,32.46
2015-08,2015-09,Soybean,Jalna,Bhokardan-Pimpalgaon Renu,32.0,31.13,32.5,0.0428,6.3,33.0,34.25,33.0833,-0.0327,1.7027,-0.866,-0.5,32.6
2015-08,2015-09,Soybean,Amaravathi,Chandur Bajar,30.56,28.2,32.31,0.1345,197.0,32.35,33.58,32.1633,-0.0498,0.8664,-0.866,-0.5,31.33
2015-08,2015-09,Soybean,Latur,Jalkot,33.0,28.0,34.0,0.1818,1.2,33.41,31.76,32.7233,0.0085,0.0092,-0.866,-0.5,32.79
2015-08,2015-10,Soybean,Nagpur,Kalmeshwar,28.83,28.83,28.83,0.0,3.2,32.97,35.41,32.4033,-0.1103,0.2129,-0.866,-0.5,35.92
2015-08,2015-09,Soybean,Nasik,Kalvan,32.32,32.32,32.32,0.0,0.5,33.58,35.64,33.8467,-0.0451,0.1119,-0.866,-0.5,32.38
2015-08,2015-09,Soybean,Nagpur,Katol,31.43,30.27,32.65,0.0757,823.5,32.98,34.15,32.8533,-0.0433,0.7762,-0.866,-0.5,31.95
2015-08,2015-09,Soybean,Osmanabad,Murum,32.65,32.65,32.65,0.0,1.3,39.7,35.07,35.8067,-0.0882,0.6393,-0.866,-0.5,33.11
2015-08,2015-09,Soybean,Parbhani,Pathari,10.33,10.33,31.06,2.0068,5.3,16.63,32.93,19.9633,-0.4826,0.7644,-0.866,-0.5,15.88
2015-08,2015-09,Soybean,Parbhani,Sailu,32.2,31.5,32.75,0.0388,6.4,32.7,34.86,33.2533,-0.0317,0.2652,-0.866,-0.5,32.84
2015-08,2015-09,Soybean,Buldhana,Sangrampur,31.19,27.9,32.29,0.1408,11.3,31.42,31.5,31.37,-0.0057,0.6583,-0.866,-0.5,30.7
2015-08,2015-09,Bajra,Jalna,Ambad(Vadi Godri),14.05,12.3,15.7,0.242,66.8,13.07,12.35,13.1567,0.0679,1.0592,-0.866,-0.5,14.8
2015-08,2015-09,Bajra,Pune,Dound,15.33,14.36,16.8,0.1592,31.2,15.79,13.83,14.9833,0.0231,1.4717,-0.866,-0.5,15.74
2015-08,2015-09,Bajra,Pune,Indapur,14.87,14.12,15.91,0.1204,3.4,13.59,13.2,13.8867,0.0708,0.2764,-0.866,-0.5,15.48
2015-08,2015-09,Bajra,Pune,Indapur-Bhigwan,15.12,13.0,18.32,0.3519,28.8,13.98,15.0,14.7,0.0286,1.2378,-0.866,-0.5,16.33
2015-08,2015-09,Bajra,Aurangabad,Paithan,14.54,14.06,15.21,0.0791,22.4,13.51,12.91,13.6533,0.0649,0.7706,-0.866,-0.5,13.46
2015-08,2015-09,Bajra,Jalna,Partur,12.96,12.36,13.12,0.0586,2.7,11.88,11.25,12.03,0.0773,0.6532,-0.866,-0.5,19.05
2015-08,2015-09,Bajra,Buldhana,Shegaon,13.0,13.0,13.0,0.0,0.2,11.23,11.25,11.8267,0.0992,1.2,-0.866,-0.5,13.25
2015-08,2015-09,Bajra,Aurangabad,Sillod,12.02,11.4,12.63,0.1023,30.3,12.16,13.7,12.6267,-0.048,1.4137,-0.866,-0.5,12.5
2015-08,2015-10,Bajra,Aurangabad,Sillod-Bharadi,11.75,11.75,11.75,0.0,2.0,11.83,11.83,11.79,-0.0034,0.678,-0.866,-0.5,12.25
2015-08,2015-10,Cotton,Yewatmal,Maregaon,40.0,40.0,41.0,0.025,90.0,38.31,38.31,39.155,0.0216,0.2972,-0.866,-0.5,37.39
2015-08,2015-09,Jowar,Jalna,Ambad(Vadi Godri),14.37,12.31,17.56,0.3653,199.9,14.14,14.27,14.26,0.0077,1.0,-0.866,-0.5,14.48
2015-08,2015-09,Jowar,Buldhana,Buldhana,12.27,11.67,13.17,0.1222,5.5,11.8,13.5,12.5233,-0.0202,1.65,-0.866,-0.5,12.0
2015-08,2015-09,Jowar,Amaravathi,Daryapur,11.7,11.7,11.7,0.0,2.1,11.36,10.66,11.24,0.0409,0.6176,-0.866,-0.5,15.01
2015-08,2015-09,Jowar,Yewatmal,Digras,15.06,14.92,15.08,0.0106,8.4,15.43,1.81,10.7667,0.3988,0.84,-0.866,-0.5,14.61
2015-08,2015-09,Jowar,Pune,Dound,17.37,15.6,19.78,0.2406,122.0,17.19,18.78,17.78,-0.0231,1.0945,-0.866,-0.5,17.19
2015-08,2015-09,Jowar,Pune,Indapur,20.36,16.18,23.74,0.3713,9.3,17.78,17.06,18.4,0.1065,0.1854,-0.866,-0.5,20.19
2015-08,2015-09,Jowar,Pune,Indapur-Bhigwan,18.9,15.65,25.33,0.5122,86.2,15.75,16.15,16.9333,0.1161,0.6272,-0.866,-0.5,18.0
2015-08,2015-09,Jowar,Jalna,Jafrabad,11.19,10.25,11.88,0.1457,18.6,10.79,10.8,10.9267,0.0241,0.6966,-0.866,-0.5,10.0
2015-08,2015-09,Jowar,Nagpur,Katol,10.97,10.89,11.02,0.0119,4.2,9.5,10.38,10.2833,0.0668,2.1,-0.866,-0.5,11.27
2015-08,2015-09,Jowar,Buldhana,Mehkar,11.17,10.08,12.66,0.231,10.0,11.0,11.0,11.0567,0.0103,1.6575,-0.866,-0.5,12.39
2015-08,2015-09,Jowar,Aurangabad,Paithan,16.17,15.94,16.39,0.0278,19.5,15.57,15.93,15.89,0.0176,0.6566,-0.866,-0.5,15.79
2015-08,2015-09,Jowar,Aurangabad,Sillod,11.63,10.75,12.0,0.1075,2.5,15.0,14.25,13.6267,-0.1465,2.5862,-0.866,-0.5,10.0
2015-08,2015-10,Jowar,Aurangabad,Sillod-Bharadi,11.25,11.25,11.25,0.0,0.2,14.04,14.04,12.645,-0.1103,0.2857,-0.866,-0.5,10.0
2015-08,2015-09,Jowar,Amaravathi,Varud-Rajura Bazar,11.95,11.75,12.16,0.0343,1.1,11.39,11.06,11.4667,0.0422,1.32,-0.866,-0.5,12.63
2015-08,2015-09,Onion,Pune,Indapur,28.92,25.08,33.75,0.2998,1.3,19.62,12.87,20.47,0.4128,0.1105,-0.866,-0.5,26.41
2015-08,2015-09,Rice,Gadchiroli,Chamorshi,22.43,17.63,22.43,0.214,1091.6,18.34,18.44,19.7367,0.1365,0.8892,-0.866,-0.5,20.92
2015-08,2015-09,Rice,Gondiya,Gondiya,14.81,14.2,15.49,0.0871,895.4,14.68,13.48,14.3233,0.034,0.3854,-0.866,-0.5,16.24
2015-08,2015-09,Rice,Pune,Indapur-Bhigwan,14.48,13.8,14.66,0.0594,18.0,14.33,14.29,14.3667,0.0079,2.0611,-0.866,-0.5,14.48
2015-08,2015-09,Rice,Wasim,Washim,13.5,13.0,14.0,0.0741,0.2,14.5,14.44,14.1467,-0.0457,0.4615,-0.866,-0.5,14.0
2015-08,2015-12,Soybean,Jalna,Ambad(Vadi Godri),31.0,30.0,31.8,0.0581,1.1,30.0,30.88,30.6267,0.0122,0.2012,-0.866,-0.5,32.57
2015-08,2015-09,Soybean,Amaravathi,Chandur Rly.,31.69,30.74,32.29,0.0489,74.9,33.61,34.81,33.37,-0.0503,0.7754,-0.866,-0.5,31.45
2015-08,2015-09,Soybean,Jalna,Jafrabad,30.5,29.5,32.0,0.082,2.7,30.0,35.75,32.0833,-0.0494,0.9878,-0.866,-0.5,31.5
2015-08,2015-09,Soybean,Buldhana,Mehkar,32.17,29.5,33.38,0.1206,207.5,32.0,38.0,34.0567,-0.0554,1.4647,-0.866,-0.5,48.87
2015-08,2015-09,Soybean,Jalna,Partur,32.27,31.88,32.59,0.022,8.9,33.81,34.96,33.68,-0.0419,1.459,-0.866,-0.5,32.73
2015-08,2015-09,Soybean,Aurangabad,Sillod,33.25,32.25,34.0,0.0526,8.3,32.55,30.73,32.1767,0.0334,0.5332,-0.866,-0.5,34.0
2015-08,2015-10,Soybean,Aurangabad,Sillod-Bharadi,30.75,29.0,30.75,0.0569,2.5,31.58,31.58,31.165,-0.0133,0.9804,-0.866,-0.5,33.5
2015-08,2015-09,Soybean,Chandrapur,Varora,30.0,29.0,31.61,0.087,5.9,31.99,32.02,31.3367,-0.0427,0.0421,-0.866,-0.5,31.75
2015-08,2015-09,Jowar,Parbhani,Parbhani,16.17,15.52,17.37,0.1144,13.1,16.32,15.24,15.91,0.0163,1.2476,-0.866,-0.5,15.88
2015-08,2015-09,Onion,Amaravathi,Amarawati,42.43,37.5,58.5,0.4949,0.6,17.19,14.19,24.6033,0.7246,0.1333,-0.866,-0.5,31.48
2015-08,2015-10,Onion,Osmanabad,Osmanabad,38.33,35.0,41.67,0.174,3.7,23.68,16.03,26.0133,0.4735,0.3353,-0.866,-0.5,19.77
2015-08,2015-10,Rice,Nasik,Lasalgaon,16.61,16.28,16.61,0.0199,0.3,27.0,16.52,20.0433,-0.1713,1.0,-0.866,-0.5,16.62
2015-08,2015-09,Rice,Thane,Palghar(Bevur),25.92,22.56,31.71,0.353,484.2,27.51,25.75,26.3933,-0.0179,0.659,-0.866,-0.5,26.65
2015-08,2015-10,Soybean,Hingoli,Jawala-Bajar,32.32,31.51,32.45,0.0291,20.4,34.33,35.8,34.15,-0.0536,0.5121,-0.866,-0.5,36.09
2015-08,2015-09,Soybean,Wasim,Risod,31.38,30.5,32.69,0.0698,678.9,33.47,34.69,33.18,-0.0542,0.4239,-0.866,-0.5,31.85
2015-08,2015-09,Bajra,Thane,Kalyan,17.5,17.0,18.0,0.0571,0.3,18.25,16.05,17.2667,0.0135,0.375,-0.866,-0.5,16.83
2015-08,2015-09,Jowar,Akola,Akot,11.36,10.83,11.9,0.0942,30.0,10.89,11.08,11.11,0.0225,1.4634,-0.866,-0.5,12.0
2015-08,2015-09,Jowar,Akola,Balapur,13.15,11.9,14.4,0.1901,18.8,14.5,14.75,14.1333,-0.0696,1.757,-0.866,-0.5,11.83
2015-08,2015-09,Jowar,Thane,Kalyan,25.5,25.0,26.0,0.0392,0.3,16.75,24.38,22.21,0.1481,0.375,-0.866,-0.5,19.17
2015-08,2015-09,Jowar,Solapur,Kurdwadi-Modnimb,15.66,12.86,20.82,0.5083,93.5,12.64,13.2,13.8333,0.132,1.1458,-0.866,-0.5,15.21
2015-08,2015-09,Onion,Solapur,Kurdwadi-Modnimb,35.45,22.31,43.54,0.5989,10.6,16.75,7.74,19.98,0.7743,0.3525,-0.866,-0.5,31.02
2015-08,2015-09,Onion,Thane,Palghar(Bevur),37.69,37.02,39.09,0.0549,25.3,15.6,15.58,22.9567,0.6418,0.4452,-0.866,-0.5,48.82
2015-08,2015-09,Rice,Thane,Kalyan,23.5,23.0,24.0,0.0426,0.3,31.75,36.05,30.4333,-0.2278,0.1765,-0.866,-0.5,27.83
2015-08,2015-12,Rice,Raigad,Mahad,14.25,14.0,14.5,0.0351,3.6,13.75,13.75,14.0,0.0179,1.8462,-0.866,-0.5,14.56
2015-08,2015-09,Soybean,Akola,Akot,32.25,31.0,33.51,0.0778,301.5,32.99,34.13,33.1233,-0.0264,0.7934,-0.866,-0.5,32.01
