date,crop,district,apmc,modal_price_kg,min_price_kg,max_price_kg,arrival_mt,year,month_name
2015-12,Jowar,Ahmadnagar,Rahata,14.31,14.21,14.58,13.9,2015,December
2015-12,Jowar,Ahmadnagar,Rahuri-Vambori,16.19,15.23,17.09,25.2,2015,December
2015-12,Jowar,Jalgaon,Raver,13.19,11.45,13.88,230.5,2015,December
2015-12,Jowar,Parbhani,Sailu,16.24,15.31,16.65,9.2,2015,December
2015-12,Jowar,Dhule,Sakri,11.6,11.6,11.65,2.9,2015,December
2015-12,Jowar,Sangli,Sangali,24.39,17.0,27.82,1055.6,2015,December
2015-12,Jowar,Ahmadnagar,Sangamner,18.35,17.62,19.07,8.3,2015,December
2015-12,Jowar,Buldhana,Sangrampur-Varvatbakal,12.88,10.83,14.0,17.5,2015,December
2015-12,Jowar,Nagpur,Savner,12.73,11.63,13.42,37.8,2015,December
2015-12,Jowar,Hingoli,Sengaon,15.78,15.78,15.78,1.1,2015,December
2015-12,Jowar,Nandurbar,Shahada,14.12,13.46,15.5,299.3,2015,December
2015-12,Jowar,Buldhana,Shegaon,13.23,12.46,14.02,82.3,2015,December
2015-12,Jowar,Ahmadnagar,Shevgaon,19.95,17.09,19.97,161.6,2015,December
2015-12,Jowar,Ahmadnagar,Shevgaon-Bodhegaon,18.9,17.52,18.9,107.3,2015,December
2015-12,Jowar,Dhule,Shirpur,14.7,13.54,15.34,168.6,2015,December
2015-12,Jowar,Pune,Shirur,16.56,15.79,16.87,21.3,2015,December
2015-12,Jowar,Ahmadnagar,Shrigonda,18.25,16.11,21.95,31.6,2015,December
2015-12,Jowar,Ahmadnagar,Shrirampur,21.48,18.69,22.95,17.2,2015,December
2015-12,Jowar,Ahmadnagar,Shrirampur-Belapur,11.8,11.8,11.8,1.7,2015,December
2015-12,Jowar,Aurangabad,Sillod,14.08,13.67,14.5,1.7,2015,December
2015-12,Jowar,Buldhana,Sindkhed Raja,16.7,15.4,18.0,8.1,2015,December
2015-12,Jowar,Nasik,Sinner,18.33,15.12,19.71,4.3,2015,December
2015-12,Jowar,Solapur,Solapur,23.62,21.1,25.53,55.5,2015,December
2015-12,Jowar,Parbhani,Sonpeth,17.86,17.06,18.27,0.6,2015,December
2015-12,Jowar,Nandurbar,Taloda,13.76,11.72,14.13,372.9,2015,December
2015-12,Jowar,Sangli,Tasgaon,16.17,15.83,16.71,130.5,2015,December
2015-12,Jowar,Akola,Telhara,15.0,14.54,15.5,631.0,2015,December
2015-12,Jowar,Osmanabad,Tuljapur,20.51,20.51,20.68,5.8,2015,December
2015-12,Jowar,Latur,Udgir,15.07,13.7,15.07,66.5,2015,December
2015-12,Jowar,Thane,Ulhasnagar,25.98,21.93,30.33,139.3,2015,December
2015-12,Jowar,Nagpur,Umared,16.5,16.0,17.0,0.6,2015,December
2015-12,Jowar,Osmanabad,Umarga,19.73,18.93,20.19,17.0,2015,December
2015-12,Jowar,Nanded,Umari,15.32,14.83,19.96,35.6,2015,December
2015-12,Jowar,Satara,Vaduj,23.0,21.89,24.33,237.0,2015,December
2015-12,Jowar,Aurangabad,Vaijapur,16.04,15.35,16.3,19.6,2015,December
2015-12,Jowar,Amaravathi,Varud,15.7,15.7,15.7,368.6,2015,December
2015-12,Jowar,Amaravathi,Varud-Rajura Bazar,13.73,13.5,13.83,3.3,2015,December
2015-12,Jowar,Wardha,Wardha,14.17,13.42,14.31,4.1,2015,December
2015-12,Jowar,Osmanabad,Washi(Osmanabad),21.41,20.83,22.17,27.6,2015,December
2015-12,Jowar,Wasim,Washim,13.12,12.06,14.23,57.5,2015,December
2015-12,Jowar,Jalgaon,Yawal,12.6,12.07,13.3,465.6,2015,December
2015-12,Onion,Ahmadnagar,Ahmednagar,13.9,1.3,22.18,33203.8,2015,December
2015-12,Onion,Solapur,Akluj,23.53,9.0,23.53,98.1,2015,December
2015-12,Onion,Ahmadnagar,Akole,9.29,1.48,16.15,195.7,2015,December
2015-12,Onion,Amaravathi,Amarawati,16.61,13.22,19.94,488.0,2015,December
2015-12,Onion,Aurangabad,Aurangabad,9.86,4.91,15.11,684.9,2015,December
2015-12,Onion,Pune,Baramati,14.18,4.45,17.98,434.1,2015,December
2015-12,Onion,Solapur,Barshi,16.76,1.55,19.76,748.6,2015,December
2015-12,Onion,Thane,Bhivandi,18.29,15.85,20.64,66.6,2015,December
2015-12,Onion,Chandrapur,Chandrapur-Ganjwad,14.79,10.75,18.68,740.7,2015,December
2015-12,Onion,Nasik,Chandvad,11.42,5.53,14.95,21469.9,2015,December
2015-12,Onion,Nasik,Devala,11.6,8.13,15.29,12586.6,2015,December
2015-12,Onion,Dhule,Dhule,13.3,4.2,16.22,15024.6,2015,December
2015-12,Onion,Nasik,Dindori-Vani,11.01,7.68,15.99,8660.7,2015,December
2015-12,Onion,Pune,Indapur,7.03,1.12,14.47,62.6,2015,December
2015-12,Onion,Jalgaon,Jalgaon,10.6,5.4,13.81,1658.5,2015,December
2015-12,Onion,Jalna,Jalna,41.0,41.0,41.0,6.3,2015,December
2015-12,Onion,Ahmadnagar,Jamkhed,11.89,2.06,21.72,1112.1,2015,December
2015-12,Onion,Pune,Junnar,14.78,9.44,20.26,844.6,2015,December
2015-12,Onion,Beed,Kada,14.88,2.25,21.38,655.8,2015,December
2015-12,Onion,Nasik,Kalvan,11.37,3.3,15.43,7511.0,2015,December
2015-12,Onion,Thane,Kalyan,13.49,11.36,15.4,10.5,2015,December
2015-12,Onion,Nagpur,Kamthi,17.94,9.0,24.89,9.7,2015,December
2015-12,Onion,Satara,Karad,21.43,15.43,21.43,310.5,2015,December
2015-12,Onion,Pune,Khed-Chakan,12.79,9.0,16.64,2381.4,2015,December
2015-12,Onion,Kolhapur,Kolhapur,14.33,4.96,23.48,12423.4,2015,December
2015-12,Onion,Ahmadnagar,Kopargaon,13.88,4.66,15.88,1272.9,2015,December
2015-12,Onion,Satara,Koregaon,11.5,6.25,16.75,69.4,2015,December
2015-12,Onion,Solapur,Kurdwadi,8.47,1.48,15.55,162.6,2015,December
2015-12,Onion,Solapur,Kurdwadi-Modnimb,8.92,0.83,17.05,904.6,2015,December
2015-12,Onion,Nasik,Lasalgaon,12.75,9.19,16.93,39315.2,2015,December
2015-12,Onion,Nasik,Lasalgaon-Niphad,10.69,6.32,13.05,4594.4,2015,December
2015-12,Onion,Aurangabad,Lasur Station,9.5,3.0,15.5,516.3,2015,December
2015-12,Onion,Satara,Lonand,11.31,6.72,14.68,1874.3,2015,December
2015-12,Onion,Nasik,Malegaon,10.96,4.13,15.88,19212.5,2015,December
2015-12,Onion,Buldhana,Malkapur,11.25,7.75,12.68,1059.1,2015,December
2015-12,Onion,Pune,Manchar,15.01,10.28,19.79,484.5,2015,December
2015-12,Onion,Nasik,Manmad,11.88,6.19,14.91,25571.9,2015,December
2015-12,Onion,Mumbai,Mumbai,15.61,10.32,18.72,30850.9,2015,December
2015-12,Onion,Nagpur,Nagpur,14.8,10.71,16.13,12332.4,2015,December
2015-12,Onion,Nasik,Nandgaon,11.64,5.3,14.85,14221.5,2015,December
2015-12,Onion,Buldhana,Nandura,18.55,10.87,18.55,141.6,2015,December
2015-12,Onion,Nasik,Nashik,11.5,7.68,15.51,6870.7,2015,December
2015-12,Onion,Nandurbar,Navapur,13.49,13.0,14.07,12.2,2015,December
2015-12,Onion,Ahmadnagar,Newasa-Ghodegaon,15.31,2.46,19.62,28430.5,2015,December
2015-12,Onion,Osmanabad,Osmanabad,13.75,8.87,18.63,61.7,2015,December
2015-12,Onion,Thane,Palghar(Bevur),14.75,14.67,14.97,92.5,2015,December
2015-12,Onion,Solapur,Pandharpur,12.75,2.13,21.73,707.2,2015,December
2015-12,Onion,Osmanabad,Paranda,10.77,2.32,18.03,775.0,2015,December
2015-12,Onion,Ahmadnagar,Parner,14.6,5.67,19.29,9202.8,2015,December
2015-12,Onion,Ahmadnagar,Pathardi,13.33,3.69,18.94,421.2,2015,December
2015-12,Onion,Satara,Phaltan,11.1,4.4,16.5,664.4,2015,December
2015-12,Onion,Nasik,Pimpalgaon (B)-Saykheda,9.8,4.45,13.57,12237.6,2015,December
2015-12,Onion,Nasik,Pimpalgaon Basawant,10.79,3.72,17.11,52317.3,2015,December
2015-12,Onion,Pune,Pune,16.5,5.91,19.64,27596.8,2015,December
2015-12,Onion,Pune,Pune-Manjri,10.86,7.19,16.67,13.2,2015,December
2015-12,Onion,Pune,Pune-Pimpri,20.25,14.0,23.4,12.2,2015,December
2015-12,Onion,Ahmadnagar,Rahata,13.42,4.42,21.73,8915.1,2015,December
2015-12,Onion,Ahmadnagar,Rahuri,11.23,1.92,18.9,11788.7,2015,December
2015-12,Onion,Ahmadnagar,Rahuri-Vambori,13.0,2.23,18.85,8533.5,2015,December
2015-12,Onion,Nagpur,Ramtek,22.85,21.38,24.77,10.3,2015,December
2015-12,Onion,Ahmadnagar,Sangamner,15.61,5.0,22.16,14233.6,2015,December
2015-12,Onion,Sangli,Sangli-Phale Bhajipalam,15.23,5.0,23.77,4253.1,2015,December
2015-12,Onion,Nasik,Satana,11.45,3.82,16.7,13823.6,2015,December
2015-12,Onion,Satara,Satara,12.88,7.5,18.5,550.2,2015,December
2015-12,Onion,Dhule,Shirpur,10.72,2.97,13.88,814.8,2015,December
2015-12,Onion,Ahmadnagar,Shrigonda,14.18,3.07,18.33,3014.6,2015,December
2015-12,Onion,Ahmadnagar,Shrirampur,13.44,3.69,19.0,2011.2,2015,December
2015-12,Onion,Nasik,Sinner,10.23,2.11,15.45,10935.8,2015,December
2015-12,Onion,Solapur,Solapur,10.62,1.2,23.82,61092.3,2015,December
2015-12,Onion,Thane,Ulhasnagar,15.42,11.74,19.05,305.2,2015,December
2015-12,Onion,Nasik,Umrane,12.39,9.45,15.81,22978.4,2015,December
2015-12,Onion,Aurangabad,Vaijapur,11.86,5.18,16.71,4092.5,2015,December
2015-12,Onion,Thane,Vasai,15.23,11.6,19.47,88.0,2015,December
2015-12,Onion,Jalgaon,Yawal,10.29,9.19,11.1,4461.5,2015,December
2015-12,Onion,Nasik,Yeola,11.48,6.03,14.5,29877.5,2015,December
2015-12,Rice,Gondiya,Aamgaon,15.64,15.29,16.0,1464.5,2015,December
2015-12,Rice,Gadchiroli,Aheri,17.3189,17.3189,17.3189,169.3,2015,December
2015-12,Rice,Latur,Ahmedpur,15.205,15.205,15.205,0.2,2015,December
2015-12,Rice,Ahmadnagar,Akole,16.07,14.75,18.25,35.8,2015,December
2015-12,Rice,Raigad,Alibag,26.3218,24.3834,28.5411,167.8,2015,December
2015-12,Rice,Gondiya,Arjuni Morgaon,17.01,16.62,17.04,1261.6,2015,December
2015-12,Rice,Gadchiroli,Armori,15.95,15.32,17.2,2541.8,2015,December
2015-12,Rice,Gadchiroli,Armori-Desaiganj,16.41,15.12,16.68,8324.7,2015,December
2015-12,Rice,Latur,Ausa,7.01,6.01,8.02,0.2,2015,December
2015-12,Rice,Solapur,Barshi,15.51,15.24,15.85,19.8,2015,December
2015-12,Rice,Bhandara,Bhandara,27.22,26.01,28.52,60.3,2015,December
2015-12,Rice,Thane,Bhivandi,26.26,23.23,29.23,74.1,2015,December
2015-12,Rice,Nagpur,Bhiwapur,19.52,19.17,19.86,1205.0,2015,December
2015-12,Rice,Nanded,Bhokar,16.1,16.1,16.1,0.6,2015,December
2015-12,Rice,Pune,Bhor,38.0,36.25,40.0,64.5,2015,December
2015-12,Rice,Chandrapur,Brahmpuri,18.94,18.45,19.39,569.4,2015,December
2015-12,Rice,Jalgaon,Chalisgaon,13.15,13.0,13.36,0.6,2015,December
2015-12,Rice,Gadchiroli,Chamorshi,19.37,18.77,20.03,5762.1,2015,December
2015-12,Rice,Chandrapur,Chimur,20.11,19.66,20.73,3400.0,2015,December
2015-12,Rice,Nasik,Devala,14.0,14.0,14.0,0.1,2015,December
2015-12,Rice,Gadchiroli,Gadchiroli,16.74,16.07,17.14,1939.9,2015,December
2015-12,Rice,Gondiya,Gondiya,15.31,14.72,15.9,7651.0,2015,December
2015-12,Rice,Chandrapur,Gondpimpri,19.14,18.56,19.59,409.7,2015,December
2015-12,Rice,Gondiya,Goregaon,16.19,15.81,16.62,2964.8,2015,December
2015-12,Rice,Pune,Indapur,11.79,11.29,11.79,0.2,2015,December
2015-12,Rice,Pune,Indapur-Bhigwan,15.42,15.18,15.48,22.3,2015,December
2015-12,Rice,Thane,Kalyan,26.57,24.86,30.43,2.1,2015,December
2015-12,Rice,Raigad,Karjat (Raigad),20.8695,15.9969,26.4229,522.0,2015,December
2015-12,Rice,Kolhapur,Kolhapur-Laxmipuri,18.5065,16.8388,21.0227,11130.0,2015,December
2015-12,Rice,Bhandara,Lakhandur,16.18,15.95,16.31,2827.6,2015,December
2015-12,Rice,Nasik,Lasalgaon,16.81,16.81,16.81,0.5,2015,December
2015-12,Rice,Raigad,Mahad,14.56,14.45,14.69,7.2,2015,December
2015-12,Rice,Nagpur,Mandhal,19.81,19.17,20.42,776.5,2015,December
2015-12,Rice,Raigad,Mangaon(Bhadav),20.3407,15.8743,23.8834,47.0,2015,December
2015-12,Rice,Chandrapur,Mul,20.38,18.84,21.25,7955.8,2015,December
2015-12,Rice,Mumbai,Mumbai,53.8,41.6,66.15,57132.2,2015,December
2015-12,Rice,Thane,Murbad,14.64,14.64,22.2,130.2,2015,December
2015-12,Rice,Raigad,Murud,22.0564,19.7654,23.849,163.5,2015,December
2015-12,Rice,Chandrapur,Nagbhid,19.69,17.2,19.69,7146.9,2015,December
2015-12,Rice,Nagpur,Nagpur,20.1224,16.9909,21.0902,9468.7,2015,December
2015-12,Rice,Nandurbar,Nandurbar,30.27,27.39,32.44,4.3,2015,December
2015-12,Rice,Nandurbar,Navapur,15.6683,15.3237,16.3959,112.4,2015,December
2015-12,Rice,Pune,Nira-Saswad,26.67,20.67,32.33,4.8,2015,December
2015-12,Rice,Jalgaon,Pachora,13.8,13.71,13.9,7.6,2015,December
2015-12,Rice,Thane,Palghar(Bevur),27.33,22.17,33.87,895.0,2015,December
2015-12,Rice,Nagpur,Parshiwani,19.5,18.42,20.2,66.9,2015,December
2015-12,Rice,Bhandara,Pavani,18.16,17.67,18.6,410.9,2015,December
2015-12,Rice,Raigad,Pen,23.0067,21.2333,29.8333,32.4,2015,December
2015-12,Rice,Chandrapur,Pombhurni,19.21,18.71,20.17,1639.9,2015,December
2015-12,Rice,Pune,Pune,50.4,42.04,54.09,2051.5,2015,December
2015-12,Rice,Pune,Pune-Pimpri,46.3,38.0,50.05,529.2,2015,December
2015-12,Rice,Yewatmal,Pusad,7.86,7.5,7.86,0.7,2015,December
2015-12,Rice,Nagpur,Ramtek,19.12,18.85,19.76,2811.4,2015,December
2015-12,Rice,Raigad,Roha,14.0,13.92,14.08,751.3,2015,December
2015-12,Rice,Chandrapur,Savali,19.41,18.42,20.37,2112.1,2015,December
2015-12,Rice,Thane,Shahapur,15.04,14.11,15.71,23.9,2015,December
2015-12,Rice,Chandrapur,Sindevahi,17.46,17.46,18.48,757.5,2015,December
2015-12,Rice,Solapur,Solapur,34.66,21.21,51.58,1361.1,2015,December
2015-12,Rice,Gondiya,Tiroda,15.9,15.41,16.4,8652.8,2015,December
2015-12,Rice,Bhandara,Tumsar,16.6355,16.0057,17.1696,11264.4,2015,December
2015-12,Rice,Thane,Ulhasnagar,51.9,37.63,67.03,639.4,2015,December
2015-12,Rice,Nagpur,Umared,29.75,20.0,35.75,463.6,2015,December
2015-12,Rice,Thane,Vasai,26.3793,18.5297,39.6789,627.9,2015,December
2015-12,Soybean,Yewatmal,Aarni,34.81,32.2,36.12,203.0,2015,December
2015-12,Soybean,Amaravathi,Achalpur,35.12,33.21,36.26,723.1,2015,December
2015-12,Soybean,Gadchiroli,Aheri,32.93,32.93,32.93,6.4,2015,December
2015-12,Soybean,Ahmadnagar,Ahmednagar,31.25,27.0,35.5,1.7,2015,December
2015-12,Soybean,Latur,Ahmedpur,36.7,35.93,36.7,302.1,2015,December
2015-12,Soybean,Hingoli,Akhadabalapur,33.57,32.73,34.32,99.8,2015,December
2015-12,Soybean,Akola,Akola,35.16,33.06,36.91,5128.5,2015,December
2015-12,Soybean,Ahmadnagar,Akole,32.5,30.0,35.0,74.1,2015,December
2015-12,Soybean,Akola,Akot,31.44,27.33,35.51,1181.4,2015,December
2015-12,Soybean,Jalgaon,Amalner,32.57,27.44,32.57,5.3,2015,December
2015-12,Soybean,Amaravathi,Amarawati,31.96,28.64,35.92,9604.5,2015,December
2015-12,Soybean,Jalna,Ambad(Vadi Godri),32.57,29.76,35.1,15.3,2015,December
2015-12,Soybean,Beed,Ambejogai,36.3,35.0,37.15,1175.5,2015,December
2015-12,Soybean,Amaravathi,Anajngaon Surji,33.3,31.89,35.32,446.0,2015,December
2015-12,Soybean,Wardha,Arvi,33.47,30.64,36.59,313.5,2015,December
2015-12,Soybean,Jalna,Ashti (Jalna),34.84,33.37,34.99,12.4,2015,December
2015-12,Soybean,Wardha,Ashti-Karanja,34.05,31.14,36.77,434.0,2015,December
2015-12,Soybean,Latur,Aurad Shahajani,35.39,35.18,35.87,75.0,2015,December
2015-12,Soybean,Latur,Ausa,36.7,33.01,37.14,536.3,2015,December
2015-12,Soybean,Yewatmal,Babhulgaon,34.73,31.14,37.46,1015.0,2015,December
2015-12,Soybean,Akola,Balapur,35.06,30.46,35.63,290.6,2015,December
2015-12,Soybean,Pune,Baramati,35.51,30.01,36.15,90.9,2015,December
2015-12,Soybean,Solapur,Barshi-Vairag,35.8,35.34,36.7,22.0,2015,December
2015-12,Soybean,Hingoli,Basmat,36.38,36.25,36.55,6.5,2015,December
2015-12,Soybean,Beed,Beed,35.84,33.82,36.39,87.1,2015,December
2015-12,Soybean,Bhandara,Bhandara,32.8,32.75,32.88,5.4,2015,December
2015-12,Soybean,Nagpur,Bhiwapur,34.5,34.0,35.05,27.0,2015,December
2015-12,Soybean,Nanded,Bhokar,34.76,33.78,35.87,334.8,2015,December
2015-12,Soybean,Jalna,Bhokardan,35.31,34.94,35.81,48.0,2015,December
2015-12,Soybean,Jalna,Bhokardan-Pimpalgaon Renu,35.46,35.0,35.85,24.7,2015,December
2015-12,Soybean,Yewatmal,Bori Arab,34.91,34.81,34.99,375.0,2015,December
2015-12,Soybean,Buldhana,Buldhana,34.93,34.0,36.2,282.5,2015,December
2015-12,Soybean,Buldhana,Buldhana-Dhad,34.83,33.73,36.19,1319.0,2015,December
2015-12,Soybean,Jalgaon,Chalisgaon,29.88,29.88,34.06,11.9,2015,December
2015-12,Soybean,Chandrapur,Chandrapur,34.36,33.07,34.96,133.2,2015,December
2015-12,Soybean,Amaravathi,Chandur Bajar,35.07,31.33,38.16,842.5,2015,December
2015-12,Soybean,Amaravathi,Chandur Rly.,35.06,32.61,36.71,493.6,2015,December
2015-12,Soybean,Buldhana,Chikhali,35.51,33.63,37.42,3118.6,2015,December
2015-12,Soybean,Chandrapur,Chimur,33.44,32.77,34.35,119.1,2015,December
2015-12,Soybean,Jalgaon,Chopda,32.02,24.43,33.2,37.7,2015,December
2015-12,Soybean,Yewatmal,Darwha,35.75,33.83,36.43,22.6,2015,December
2015-12,Soybean,Amaravathi,Daryapur,33.71,27.63,36.33,933.1,2015,December
2015-12,Soybean,Nanded,Deglur,36.62,36.6,37.25,6.0,2015,December
2015-12,Soybean,Latur,Devani,36.9,36.1,37.66,21.8,2015,December
2015-12,Soybean,Amaravathi,Dhamangaon-Rly,34.65,33.02,36.87,1700.0,2015,December
2015-12,Soybean,Nanded,Dharmabad,36.8,36.6,37.2,19.2,2015,December
2015-12,Soybean,Amaravathi,Dharni,31.5,31.0,32.0,44.0,2015,December
2015-12,Soybean,Dhule,Dhule,33.61,27.58,35.32,46.3,2015,December
2015-12,Soybean,Yewatmal,Digras,35.87,34.92,36.39,396.6,2015,December
2015-12,Soybean,Parbhani,Gangakhed,36.51,35.6,37.37,256.7,2015,December
2015-12,Soybean,Beed,Gevrai,34.49,32.77,36.21,55.1,2015,December
2015-12,Soybean,Jalna,Ghansawangi,35.83,35.0,36.61,97.2,2015,December
2015-12,Soybean,Yewatmal,Ghatanji,34.6,33.91,35.51,86.9,2015,December
2015-12,Soybean,Chandrapur,Gondpimpri,33.07,32.57,33.57,347.5,2015,December
2015-12,Soybean,Nanded,Hadgaon,34.16,33.44,35.38,1296.6,2015,December
2015-12,Soybean,Nanded,Hadgaon-Tamsa,34.1,33.36,35.36,522.0,2015,December
2015-12,Soybean,Nanded,Himayatnagar,34.18,31.65,35.34,422.1,2015,December
2015-12,Soybean,Wardha,Hinganghat,33.55,30.1,37.14,4569.8,2015,December
2015-12,Soybean,Nagpur,Hingna,34.0,30.83,35.67,2.8,2015,December
2015-12,Soybean,Hingoli,Hingoli,37.35,35.91,37.35,1742.5,2015,December
2015-12,Soybean,Pune,Indapur,33.11,33.11,33.11,0.1,2015,December
2015-12,Soybean,Pune,Indapur-Bhigwan,32.0,31.2,32.34,0.6,2015,December
2015-12,Soybean,Jalna,Jafrabad,35.0,34.13,35.88,30.4,2015,December
2015-12,Soybean,Buldhana,Jalgaon Jamod,31.33,30.0,32.67,21.4,2015,December
2015-12,Soybean,Buldhana,Jalgaon Jamod-Aasalgaon,32.5,30.22,34.78,540.9,2015,December
2015-12,Soybean,Latur,Jalkot,35.82,34.42,36.66,163.0,2015,December
2015-12,Soybean,Jalna,Jalna,35.36,31.47,36.32,1454.9,2015,December
2015-12,Soybean,Ahmadnagar,Jamkhed,34.24,32.13,36.35,54.7,2015,December
2015-12,Soybean,Hingoli,Jawala-Bajar,36.64,35.9,36.79,285.5,2015,December
2015-12,Soybean,Parbhani,Jintur,35.74,33.7,36.39,158.1,2015,December
2015-12,Soybean,Parbhani,Jintur-Bori,34.65,32.64,35.91,22.3,2015,December
2015-12,Soybean,Beed,Kada,32.69,31.13,34.5,8.9,2015,December
2015-12,Soybean,Osmanabad,Kalamb (Os),36.24,32.46,37.06,848.5,2015,December
2015-12,Soybean,Yewatmal,Kalamb (Yawatmal),34.8,32.98,36.34,179.5,2015,December
2015-12,Soybean,Hingoli,Kalamnuri,35.0,35.0,35.05,218.5,2015,December
2015-12,Soybean,Nagpur,Kalmeshwar,33.48,30.03,34.5,91.6,2015,December
2015-12,Soybean,Nasik,Kalvan,36.68,35.63,37.17,54.0,2015,December
2015-12,Soybean,Wasim,Karanja,35.28,33.74,36.44,5142.5,2015,December
2015-12,Soybean,Nagpur,Katol,34.39,30.19,36.69,1025.0,2015,December
2015-12,Soybean,Beed,Kej,34.79,28.85,36.31,166.8,2015,December
2015-12,Soybean,Buldhana,Khamgaon,35.24,31.75,37.2,7872.7,2015,December
2015-12,Soybean,Beed,Kille Dharur,36.12,33.16,36.56,140.4,2015,December
2015-12,Soybean,Nanded,Kinwat,34.42,33.88,34.96,56.7,2015,December
2015-12,Soybean,Ahmadnagar,Kopargaon,35.94,30.65,36.26,54.2,2015,December
2015-12,Soybean,Nanded,Kundalwadi,35.91,35.35,36.47,41.4,2015,December
2015-12,Soybean,Nasik,Lasalgaon,36.74,24.1,37.12,452.8,2015,December
2015-12,Soybean,Nasik,Lasalgaon-Vinchur,36.28,16.42,37.7,331.2,2015,December
2015-12,Soybean,Aurangabad,Lasur Station,40.51,38.61,41.51,34.9,2015,December
2015-12,Soybean,Latur,Latur,36.98,33.59,38.41,11665.0,2015,December
2015-12,Soybean,Latur,Latur-Murud,35.48,31.36,36.91,63.9,2015,December
2015-12,Soybean,Osmanabad,Lohara,36.19,34.22,36.7,17.7,2015,December
2015-12,Soybean,Buldhana,Lonar,36.22,35.53,36.91,2340.0,2015,December
2015-12,Soybean,Yewatmal,Mahagaon,35.0,34.0,36.0,5.6,2015,December
2015-12,Soybean,Nanded,Mahur,34.0,32.91,35.0,186.0,2015,December
2015-12,Soybean,Beed,Majalgaon,34.74,28.33,36.44,244.5,2015,December
2015-12,Soybean,Nasik,Malegaon,36.54,34.51,37.77,6.4,2015,December
2015-12,Soybean,Wasim,Malegaon (Washim),35.71,34.22,36.84,2040.0,2015,December
2015-12,Soybean,Buldhana,Malkapur,34.15,28.7,36.68,1095.5,2015,December
2015-12,Soybean,Nagpur,Mandhal,33.34,32.5,34.43,51.2,2015,December
2015-12,Soybean,Wasim,Mangrulpeer,36.2,31.86,37.14,2277.4,2015,December
2015-12,Soybean,Wasim,Manora,35.93,34.18,37.76,1262.8,2015,December
2015-12,Soybean,Jalna,Mantha,35.59,33.0,36.18,57.0,2015,December
2015-12,Soybean,Buldhana,Mehkar,37.34,34.24,38.42,2760.5,2015,December
2015-12,Soybean,Amaravathi,Morshi,31.96,30.71,34.86,430.6,2015,December
2015-12,Soybean,Nanded,Mukhed,36.35,35.99,36.62,25.9,2015,December
2015-12,Soybean,Akola,Murtizapur,35.23,32.41,36.82,2340.0,2015,December
2015-12,Soybean,Osmanabad,Murum,36.31,36.23,36.45,7.6,2015,December
2015-12,Soybean,Nagpur,Nagpur,35.44,31.34,36.8,1437.0,2015,December
2015-12,Soybean,Nanded,Naigaon,37.24,37.06,37.32,14.4,2015,December
2015-12,Soybean,Nanded,Nanded,36.0,36.0,36.0,2.5,2015,December
2015-12,Soybean,Nasik,Nandgaon,36.24,32.55,37.11,6.6,2015,December
2015-12,Soybean,Amaravathi,Nandgaon Khandeshwar,32.54,28.8,36.46,2235.0,2015,December
2015-12,Soybean,Buldhana,Nandura,37.0,30.8,37.0,757.4,2015,December
2015-12,Soybean,Nandurbar,Nandurbar,35.64,34.75,36.29,139.9,2015,December
2015-12,Soybean,Nandurbar,Navapur,35.0,35.0,35.0,1.5,2015,December
2015-12,Soybean,Yewatmal,Ner Parasopant,34.62,33.51,35.67,786.9,2015,December
2015-12,Soybean,Latur,Nilanga,36.9,34.13,37.68,465.3,2015,December
2015-12,Soybean,Osmanabad,Osmanabad,35.5,35.14,36.01,3.5,2015,December
2015-12,Soybean,Jalgaon,Pachora,32.7,30.71,35.69,214.8,2015,December
2015-12,Soybean,Aurangabad,Paithan,35.71,35.71,35.71,0.9,2015,December
2015-12,Soybean,Parbhani,Palam,35.26,34.76,35.51,6.1,2015,December
2015-12,Soybean,Yewatmal,Pandharkawada,34.37,32.93,34.94,77.1,2015,December
2015-12,Soybean,Parbhani,Parbhani,35.72,34.64,36.1,126.3,2015,December
2015-12,Soybean,Beed,Parli-Vaijnath,36.6,33.84,37.04,639.6,2015,December
2015-12,Soybean,Jalna,Partur,34.94,34.17,35.91,52.5,2015,December
2015-12,Soybean,Parbhani,Pathari,34.19,27.36,35.64,44.2,2015,December
2015-12,Soybean,Akola,Patur,35.84,34.75,36.75,320.0,2015,December
2015-12,Soybean,Chandrapur,Pombhurni,31.0,30.0,32.0,11.0,2015,December
2015-12,Soybean,Wardha,Pulgaon,34.74,31.38,35.98,173.3,2015,December
2015-12,Soybean,Parbhani,Purna,35.57,35.08,36.36,41.0,2015,December
2015-12,Soybean,Yewatmal,Pusad,36.15,32.76,36.95,525.1,2015,December
2015-12,Soybean,Ahmadnagar,Rahata,35.42,35.15,35.81,7.8,2015,December
2015-12,Soybean,Ahmadnagar,Rahuri-Vambori,36.17,36.0,36.34,6.1,2015,December
2015-12,Soybean,Chandrapur,Rajura,35.15,34.17,35.62,355.7,2015,December
2015-12,Soybean,Wasim,Risod,36.19,34.71,37.66,3002.0,2015,December
2015-12,Soybean,Parbhani,Sailu,35.29,33.91,36.37,57.6,2015,December
2015-12,Soybean,Dhule,Sakri,34.75,34.41,35.41,3.0,2015,December
2015-12,Soybean,Wardha,Samudrapur,33.18,31.79,37.19,125.6,2015,December
2015-12,Soybean,Sangli,Sangali,36.77,33.25,37.92,1218.5,2015,December
2015-12,Soybean,Ahmadnagar,Sangamner,34.68,33.99,35.01,8.0,2015,December
